county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,address_line_2,address_line_3,city,state,zip_code,square_footage,location,geom,borough,street_name_normalized
Queens,708994,Store,A     ,BRADDOCK PHARMACY LLC            ,BRADDOCK PHARMACY      ,236-01A,BRADDOCK AVE         ,             ,               ,BELLEROSE         ,NY,11426,0,"236 01A BRADDOCK AVE
BELLEROSE, NY 11426
",0101000020E6100000A3A22604CF6E52C00A2810121B5D4440,Queens,
Queens,630693,Store,JAC   ,9411 ZOCALO DE ATLIXCO DEL GR INC,ATLIXCO DELI GROCERY   ,94-11,37TH AVE                   ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"94 11 37TH AVE
JACKSON HEIGHTS, NY 11372
",0101000020E6100000E122E390DE7752C09C031F5A1F604440,Queens,
New York,730287,Store,JAC   ,116 STREET MARINI DELI GROCERY CO,116 STREET MARINI DELI ,1869A,LEXINGTON AVE              ,             ,               ,NEW YORK          ,NY,10029,0,"1869A LEXINGTON AVE
NEW YORK, NY 10029
(40.798405, -73.941784)",,Manhattan,"LEXINGTON AVE
"
Bronx,713695,Store,A     ,ALDI INC (NEW YORK)              ,ALDI 5                 ,5532,BROADWAY                    ,             ,               ,BRONX             ,NY,10463,0,"5532 BROADWAY
BRONX, NY 10463
(40.877687, -73.905558)",0101000020E6100000A0DC4006F57952C024B52B905B704440,Bronx,
Queens,733231,Store,JAC   ,JUST ICE NY CORP                 ,JUST ICE NY            ,110-90,DUNKIRK STREET      ,             ,               ,JAMAICA           ,NY,11433,0,"110 90 DUNKIRK STREET
JAMAICA, NY 11433
",0101000020E61000007B764766587152C02A01790368594440,Queens,
Bronx,721012,Store,JAC   ,9 CIENTO DELI & GROCERY CORP     ,9 CIENTO DELI & GROCERY,900,ALLERTON AVE                 ,             ,               ,BRONX             ,NY,10469,0,"900 ALLERTON AVE
BRONX, NY 10469
(40.865541, -73.861349)",0101000020E6100000B99A1956217752C06DC982F7C96E4440,Bronx,
Bronx,732228,Store,JAC   ,90 W 165TH ST FOOD CORP          ,ANTILLANA MEAT MARKET  ,90,W 165TH STREET                ,             ,               ,BRONX             ,NY,10452,0,"90 W 165TH STREET
BRONX, NY 10452
(40.83404, -73.927327)",0101000020E6100000E2BD43C2597B52C0338BCC33C16A4440,Bronx,
Bronx,732152,Store,JAC   ,ALLERTON 22 DELI GROCERY INC     ,ALLERTON 22 DELI GROCER,751,ALLERTON AVENUE        ,             ,               ,BRONX             ,NY,10467,0,"751 ALLERTON AVENUE
BRONX, NY 10467
(40.865475, -73.865118)",0101000020E61000001D4E806C607752C0CB09360CC86E4440,Bronx,
Bronx,732263,Store,JAC   ,WANDA RP CORP                    ,WANDA RP               ,104,ELLIOT PLACE               ,             ,               ,BRONX             ,NY,10452,0,"104 ELLIOT PLACE
BRONX, NY 10452
(40.838852, -73.91617)",0101000020E6100000FC52B1C4A27A52C0D8330F565F6B4440,Bronx,
Queens,733526,Store,JAC   ,MR FISH TREE INC                 ,MR FISH TREE           ,169-41,137TH AVENUE              ,             ,               ,JAMAICA           ,NY,11434,0,"169 41 137TH AVENUE
JAMAICA, NY 11434
",0101000020E61000002A4573A8547152C0697EEDC317564440,Queens,
Kings,721891,Store,JAC   ,AFFIA MEAT & GROCERY INC         ,AFFIA MEAT & GROCERY   ,328,& 326 EMPIRE BLVD            ,             ,               ,BROOKLYN          ,NY,11225,0,"328 326 EMPIRE BLVD
BROOKLYN, NY 11225
(40.663878, -73.951423)",,Brooklyn,"326 BLVD
"
Queens,731733,Store,JAC   ,FRANCIS LEWIS SERVICE STATION INC,FRANCIS LEWIS SERVICE S,200-01,47TH AVE                  ,             ,               ,BAYSIDE           ,NY,11361,0,"200 01 47TH AVE
BAYSIDE, NY 11361
",0101000020E61000000A7F97F5F17152C05FDE91296E604440,Queens,
Queens,719360,Store,JAC   ,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2580      ,213-15,26TH AVE                  ,             ,               ,BAYSIDE           ,NY,11360,0,"213 15 26TH AVE
BAYSIDE, NY 11360
",0101000020E61000001528CCF5B27152C0B011EFDEA4634440,Queens,
Queens,734815,Store,A     ,AMADO BEBE INC                   ,AMADO BEBE             ,93-05,ROOSEVELT AVE              ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"93 05 ROOSEVELT AVE
JACKSON HEIGHTS, NY 11372
",0101000020E6100000090F7873E87752C0529DC8B3D65F4440,Queens,
Queens,724629,Store,JAC   ,TRIPLE D MEAT CORP               ,T & T DELI & GRILL     ,108-19,101ST AVENUE              ,             ,               ,SOUTH RICHMOND HIL,NY,11419,0,"108 19 101ST AVENUE
SOUTH RICHMOND HIL, NY 11419
",0101000020E610000021C6C53B727552C0EEDFB8EDFB574440,Queens,
Queens,637730,Store,A     ,DUANE READE ETAL PTRS            ,DUANE READE 14171      ,4801,QUEENS BLVD                 ,             ,               ,WOODSIDE          ,NY,11377,0,"4801 QUEENS BLVD
WOODSIDE, NY 11377
",0101000020E6100000949DFCAAAC7A52C0FA156EDE185F4440,Queens,
Queens,728764,Store,A     ,KENA KATA INC                    ,KENA KATA              ,33-17,36TH AVENUE                ,             ,               ,ASTORIA           ,NY,11106,0,"33 17 36TH AVENUE
ASTORIA, NY 11106
",0101000020E61000007E8A8A51637B52C03A97353CBC604440,Queens,
Queens,637462,Store,JAC   ,DJ GROCERY DELI NY INC           ,DJ GROCERY DELI NY     ,84-06,QUEENS BLVD                ,             ,               ,ELMHURST          ,NY,11373,0,"84 06 QUEENS BLVD
ELMHURST, NY 11373
",0101000020E6100000C6AC930A457852C050A52FD3595E4440,Queens,
Queens,670232,Store,JAC   ,JS MARKET INC                    ,JS MARKET              ,40-13,20TH AVE                   ,             ,               ,ASTORIA           ,NY,11105,0,"40 13 20TH AVE
ASTORIA, NY 11105
",0101000020E61000006BDEB0EEB17952C060B9760A5F634440,Queens,
Queens,725406,Store,JAC   ,DYLAN & MADISON FOOD CORP        ,DYLAN & MADISON FOOD  1,95-24,41ST AVE                   ,             ,               ,ELMHURST          ,NY,11373,0,"95 24 41ST AVE
ELMHURST, NY 11373
",0101000020E6100000B592412AA87752C027026AA4A45F4440,Queens,
New York,718107,Store,JAC   ,GARCIA SERGIO C                  ,GARCIAS TULCINGO MEXICA,2516,ADAM C POWELL BLVD          ,             ,               ,NEW YORK          ,NY,10039,0,"2516 ADAM C POWELL BLVD
NEW YORK, NY 10039
",0101000020E61000005C0B6943147C52C0B43CA12C3B694440,Manhattan,
Kings,734127,Store,JAC   ,MID EAST PITA INC                ,MID EAST PITA          ,137,HAVEMEYER ST                 ,             ,               ,BROOKLYN          ,NY,11211,0,"137 HAVEMEYER ST
BROOKLYN, NY 11211
(40.712017, -73.95727)",0101000020E61000001F29AA8F437D52C04347DA25245B4440,Brooklyn,
Kings,723473,Store,JAC   ,MCGRIFF LUQUANA                  ,A CAKE BAKED IN BROOKLY,630,FLUSHING AVE 2FL             ,             ,               ,BROOKLYN          ,NY,11206,0,"630 FLUSHING AVE
BROOKLYN, NY 11206
(40.699997, -73.948214)",0101000020E6100000B57A1D65B37C52C0192AB96198594440,Brooklyn,
Queens,671083,Store,JAC   ,SAANVI FOOD MART INC             ,SAANVI FOOD MART       ,68-30,ROOSEVELT AVE              ,             ,               ,WOODSIDE          ,NY,11377,0,"68 30 ROOSEVELT AVE
WOODSIDE, NY 11377
",0101000020E6100000641036BD667952C05C73659E855F4440,Queens,
Queens,712703,Store,JAC   ,A&M GROCERY AND BAKERY INC       ,GUYANA CHOICE BAKERY   ,104-04,LIBERTY AVE               ,             ,               ,OZONE PARK        ,NY,11417,0,"104 04 LIBERTY AVE
OZONE PARK, NY 11417
",0101000020E6100000A5F723828E7552C057382B9D4D574440,Queens,
New York,728360,Store,JAC   ,BALBUENA VICTORIANO              ,MORNINGSIDE MEAT MARKET,2060,2ND AVE                     ,             ,               ,NEW YORK          ,NY,10029,0,"2060 2ND AVE
NEW YORK, NY 10029
(40.790392, -73.942609)",0101000020E6100000410ED264527C52C056BA7E6B2E654440,Manhattan,
New York,729584,Store,JAC   ,THE DANCING ELEPHANT LLC         ,THE DANCING ELEPHANT   ,1590,PARK AVENUE HOT BREAD KITCHE,             ,               ,NEW YORK          ,NY,10029,0,"1590 PARK AVENUE
NEW YORK, NY 10029
(40.797763, -73.944561)",0101000020E6100000D6174486677C52C04906431035664440,Manhattan,
Kings,733203,Store,JAC   ,BLACK AND BOLYARD INC            ,BLACK AND BOLYARD      ,630,FLUSHING AVE SUITE 200       ,             ,               ,BROOKLYN          ,NY,11206,0,"630 FLUSHING AVE
BROOKLYN, NY 11206
(40.699997, -73.948214)",0101000020E6100000B57A1D65B37C52C0192AB96198594440,Brooklyn,
Queens,729420,Store,A     ,TRK USA CORP                     ,SUN CONVENIENT STORE   ,64-02,ROOSEVELT AVE              ,             ,               ,WOODSIDE          ,NY,11377,0,"64 02 ROOSEVELT AVE
WOODSIDE, NY 11377
",0101000020E61000004A33B2B4977952C0330AA8457B5F4440,Queens,
New York,720012,Store,JAC   ,WESTSIDE DELI GROCERY INC        ,WESTSIDE DELI GROCERY  ,642,9TH AVE                      ,             ,               ,NEW YORK          ,NY,10036,0,"642 9TH AVE
NEW YORK, NY 10036
(40.760448, -73.99116)",0101000020E61000002EBBE0826E7F52C081C0BBBF57614440,Manhattan,
Queens,636642,Store,A     ,GENOVESE DRUG STORES INC         ,RITE AID 10601         ,60-26,WOODSIDE AVE               ,             ,               ,WOODSIDE          ,NY,11377,0,"60 26 WOODSIDE AVE
WOODSIDE, NY 11377
",0101000020E6100000F6640DFDD47952C02D4CE291585F4440,Queens,
Kings,735205,Store,JAC   ,KAN NATALYA                      ,EDDIE FANCY FOOD       ,8611,19TH AVE                  ,             ,               ,BROOKLYN          ,NY,11214,0,"8611 19TH AVE
BROOKLYN, NY 11214
(40.605661, -74.00073)",0101000020E6100000F779EA1A0F8052C0639A5845804D4440,Brooklyn,
Queens,670991,Store,A     ,AMIGO 99 CENT OF 107 INC         ,AMIGO 99 CENT OF 107   ,107-18,JAMAICA AVE               ,             ,               ,RICHMOND HILL     ,NY,11418,0,"107 18 JAMAICA AVE
RICHMOND HILL, NY 11418
",0101000020E61000000F15DEFAC47552C0F7D32F6B03594440,Queens,
Bronx,720633,Store,JAC   ,H & A FORDHAM GOURMET DELI CORP  ,H & A FORDHAM GOURMET D,2542,MARION AVE                  ,             ,               ,BRONX             ,NY,10458,0,"2542 MARION AVE
BRONX, NY 10458
(40.862336, -73.892554)",0101000020E61000004D4E12AF207952C0E430E8E15C6E4440,Bronx,
Queens,730653,Store,JAC   ,SHOKON INC                       ,BIG B FOODS            ,58-12,QUEENS BLVD          ,             ,               ,WOODSIDE          ,NY,11377,0,"58 12 QUEENS BLVD
WOODSIDE, NY 11377
(40.73759, -73.89594)",0101000020E6100000645654E5107A52C073448834F45E4440,Queens,
Queens,705293,Store,A     ,MAMA GROCERY INC                 ,MAMA GROCERY           ,168-25,HILLSIDE AVE              ,             ,               ,JAMAICA           ,NY,11432,0,"168 25 HILLSIDE AVE
JAMAICA, NY 11432
",0101000020E6100000E6AAB013D27252C0489A24BFEA5A4440,Queens,
Queens,720143,Store,JAC   ,DEVIN BRAND CORP                 ,DEVIN BRAND            ,50-02,69TH ST                    ,             ,               ,WOODSIDE          ,NY,11377,0,"50 02 69TH ST
WOODSIDE, NY 11377
",0101000020E6100000B56A619B577952C0BB8FA960505E4440,Queens,
Queens,714631,Store,JAC   ,AL-NOOR HALAL MEAT INC           ,AL-NOOR HALAL MEAT     ,35-62,73RD ST                    ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"35 62 73RD ST
JACKSON HEIGHTS, NY 11372
",0101000020E61000008FC3A7D3267952C09217C2FF10604440,Queens,
Queens,727239,Store,JAC   ,CHENG HUI GROCERY INC            ,THE LEMON FARM         ,77-19,37TH AVENUE                ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"77 19 37TH AVENUE
JACKSON HEIGHTS, NY 11372
",0101000020E610000079C663ABE07852C0A583C2D7E85F4440,Queens,
Queens,731779,Store,A     ,NUNU DELIVERY INC                ,NUNU                   ,67-43,MYRTLE AVE           ,             ,               ,RIDGEWOOD         ,NY,11385,0,"67 43 MYRTLE AVE
RIDGEWOOD, NY 11385
",0101000020E61000009925CEC1A47852C06DAB501ACE594440,Queens,
Queens,722695,Store,JAC   ,AIDEN FINEST DELI & GROCERY CORP ,AIDEN FINEST DELI & GRO,89-01,80TH STREET                ,             ,               ,WOODHAVEN         ,NY,11421,0,"89 01 80TH STREET
WOODHAVEN, NY 11421
",0101000020E6100000646EC8CC1F7752C013B990EA23584440,Queens,
Richmond,724585,Store,JAC   ,1550 WEST SERVICE ROAD CORP      ,1550 WEST SERVICE ROAD ,1550,WEST SERVICE ROAD           ,             ,               ,STATEN ISLAND     ,NY,10309,0,"1550 WEST SERVICE ROAD
STATEN ISLAND, NY 10309
",,Staten Island,"WESTSERVICE ROAD
"
Kings,730236,Store,JAC   ,ALSAHAR HOOKAH LOUNGE INC        ,ALSAHAR HOOKAH LOUNGE  ,2631,86TH STREET STORE #3        ,             ,               ,BROOKLYN          ,NY,11223,0,"2631 86TH STREET
BROOKLYN, NY 11223
(40.596327, -73.984556)",0101000020E61000007B421422007F52C070172F50514C4440,Brooklyn,
Queens,720141,Store,JAC   ,KARZINKA US INC                  ,SAMARKAND              ,64-46A,108TH ST            ,             ,               ,FOREST HILLS      ,NY,11375,0,"64 46A 108TH ST
FOREST HILLS, NY 11375
",0101000020E610000020F9CEA1587652C07876A4FBB35D4440,Queens,
Queens,639326,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID #4865         ,32-87,STEINWAY ST                ,             ,               ,ASTORIA           ,NY,11103,0,"32 87 STEINWAY ST
ASTORIA, NY 11103
",0101000020E61000002668043DEA7A52C09AAB3211E7604440,Queens,
New York,735102,Store,JAC   ,VEDA FOODS INC                   ,SHEEN BROTHERS         ,155,AVE B                        ,             ,               ,NEW YORK          ,NY,10009,0,"155 AVE
NEW YORK, NY 10009
(40.72566, -73.9777)",0101000020E6100000BF72A1CFB77E52C0B9DA529C065D4440,Manhattan,
Kings,724283,Store,JAC   ,BARLEY & OATS INC                ,BARLEY & OATS          ,630,FLUSHING AVE             ,             ,               ,BROOKLYN          ,NY,11206,0,"630 FLUSHING AVE
BROOKLYN, NY 11206
(40.699997, -73.948214)",0101000020E6100000B57A1D65B37C52C0192AB96198594440,Brooklyn,
Bronx,724953,Store,A     ,DEAL FOOD CORP                   ,DEAL FOOD              ,912,E GUN HILL RD            ,             ,               ,BRONX             ,NY,10469,0,"912 E GUN HILL RD
BRONX, NY 10469
(40.875407, -73.86022)",0101000020E6100000CCDE118E0B7752C03AB58A710B704440,Bronx,
Bronx,704775,Store,JACH  ,KIM LINDA                        ,PULSE ROASTED CHICKPEAS,50,E 168TH ST                ,             ,               ,BRONX             ,NY,10452,0,"50 E 168TH ST
BRONX, NY 10452
(40.836626, -73.918983)",0101000020E61000005AAB53ACD57A52C04BCED5CB196B4440,Bronx,
Queens,703169,Store,JAC   ,HETMAN POLISH EUROPEAN SPECIALTIE,HETMAN POLISH EUROPEAN ,94-14,JAMAICA AVE                ,             ,               ,WOODHAVEN         ,NY,11421,0,"94 14 JAMAICA AVE
WOODHAVEN, NY 11421
",0101000020E61000004D33A8B0757652C024798000D8584440,Queens,
Queens,630101,Store,JAC   ,RIFA 34139 INC                   ,7-ELEVEN STORE 34139B  ,61-19,NORTHERN BLVD              ,             ,               ,WOODSIDE          ,NY,11377,0,"61 19 NORTHERN BLVD
WOODSIDE, NY 11377
",0101000020E6100000E08F475EA97952C0715B1DF080604440,Queens,
Queens,720099,Store,A     ,QQ GROCERY STORE INC             ,QQ GROCERY STORE       ,133-02,41ST RD                   ,             ,               ,FLUSHING          ,NY,11355,0,"133 02 41ST RD
FLUSHING, NY 11355
",0101000020E6100000002D1AC92E7552C0A5B01EBDD9604440,Queens,
Bronx,722852,Store,JAC   ,FULTON DELI CORP                 ,FULTON DELI            ,1225,FULTON AVENUE               ,             ,               ,BRONX             ,NY,10456,0,"1225 FULTON AVENUE
BRONX, NY 10456
(40.83077, -73.904413)",0101000020E6100000F4CE5535E07952C01BFA7F025C6A4440,Bronx,
Bronx,719865,Store,JAC   ,SAMMY 194 GROCERY CANDY CORP     ,SAMMY 194 GROCERY CANDY,341,EAST 194TH ST                ,             ,               ,BRONX             ,NY,10458,0,"341 EAST 194TH ST
BRONX, NY 10458
(40.863887, -73.890907)",0101000020E6100000B82BADA3077952C05900D81A986E4440,Bronx,
Kings,718366,Store,JAC   ,COLOMBIA FOOD MARKET CORP        ,COLOMBIA FOOD MARKET   ,1,W 9TH ST                       ,             ,               ,BROOKLYN          ,NY,11231,0,"1 W 9TH ST
BROOKLYN, NY 11231
(40.677194, -74.006469)",0101000020E61000007128E2066A8052C0FC453556AE564440,Brooklyn,
Bronx,732262,Store,JAC   ,HABIBI FOOD MART CORP            ,HABIBI FOOD MART       ,237,W 238TH STREET             ,             ,               ,BRONX             ,NY,10463,0,"237 W 238TH STREET
BRONX, NY 10463
(40.884982, -73.90026)",0101000020E61000001364311E9F7952C0094DB42248714440,Bronx,
Kings,719383,Store,JAC   ,LENOX DELI & SMOKE SHOP INC      ,LENOX DELI & SMOKE SHOP,10,LENOX RD                      ,             ,               ,BROOKLYN          ,NY,11226,0,"10 LENOX RD
BROOKLYN, NY 11226
(40.653609, -73.958962)",0101000020E61000008DE986805C7D52C02C121E6BA9534440,Brooklyn,
New York,626591,Store,A     ,DUANE READE ETAL PTRS            ,DUANE READE 14131      ,1,WHITEHALL                      ,             ,               ,NEW YORK          ,NY,10004,0,"1 WHITEHALL
NEW YORK, NY 10004
(40.701836, -74.012668)",,Manhattan,"WHITEHALL
 "
Queens,639600,Store,JAC   ,N&K SUPERMART INC                ,N&K SUPERMART          ,83-19,NORTHERN BLVD          ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"83 19 NORTHERN BLVD
JACKSON HEIGHTS, NY 11372
",0101000020E610000065A71C65967852C04AA9B786BA604440,Queens,
Queens,718569,Store,JAC   ,L & Y DELI & GROCERY INC.        ,L& Y DELI & GROCERY    ,95-14,JAMAICA AVENUE             ,             ,               ,WOODHAVEN         ,NY,11421,0,"95 14 JAMAICA AVENUE
WOODHAVEN, NY 11421
",0101000020E6100000BC8350846A7652C0074BB0D1DD584440,Queens,
Queens,727856,Store,JACD  ,WAY FONG LLC                     ,WAY FONG               ,70-30,80TH STREET            ,             ,               ,RIDGEWOOD         ,NY,11385,0,"70 30 80TH STREET
RIDGEWOOD, NY 11385
",0101000020E610000088E0F35CAA7752C07FC8C6B7A35A4440,Queens,
Kings,723490,Store,JAC   ,13 STAR DELI AND GROCERY         ,13 STAR DELI AND GROCER,536,RALPH AVE                    ,             ,               ,BROOKLYN          ,NY,11233,0,"536 RALPH AVE
BROOKLYN, NY 11233
(40.67107, -73.922375)",0101000020E61000004726FF52087B52C0161A8CF9E7554440,Brooklyn,
Kings,729750,Store,JAC   ,LUCKY DUMONT DELI CORP           ,LUCKY DUMONT DELI      ,991,DUMONT AVE                   ,             ,               ,BROOKLYN          ,NY,11208,0,"991 DUMONT AVE
BROOKLYN, NY 11208
(40.66816, -73.881845)",0101000020E6100000E5F94C31707852C0F817A5B286554440,Brooklyn,
Queens,725106,Store,JAC   ,NEW EXPRESS DELI INC             ,MIA GROCERY & DELI     ,47-20,47TH AVENUE                ,             ,               ,WOODSIDE          ,NY,11377,0,"47 20 47TH AVENUE
WOODSIDE, NY 11377
",0101000020E6100000458AFBEABE7A52C061ECBB65D95E4440,Queens,
Kings,718206,Store,JAC   ,YUE FUNG USA ENTERPRISES INC     ,YUE FUNG USA ENTERPRISE,5113,8TH AVE               ,             ,               ,BROOKLYN          ,NY,11220,0,"5113 8TH AVE
BROOKLYN, NY 11220
(40.640266, -74.004624)",0101000020E61000007B1BD37E488052C03F2C9938F9514440,Brooklyn,
Queens,735128,Store,JAC   ,T & K SUPERMARKET LLC            ,C TOWN SUPERMARKET     ,195-09,JAMAICA AVE               ,             ,               ,HOLLIS            ,NY,11423,0,"195 09 JAMAICA AVE
HOLLIS, NY 11423
",0101000020E61000004ACC5445FF7052C03DFFA1104D5B4440,Queens,
Bronx,709020,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE  #5348     ,1750,E GUN HILL RD               ,             ,               ,BRONX             ,NY,10469,0,"1750 E GUN HILL RD
BRONX, NY 10469
(40.864426, -73.834729)",0101000020E610000049D620966D7552C08F2D9376A66E4440,Bronx,
Bronx,718974,Store,JAC   ,A&G DELI GROCERY II CORP         ,A & G DELI GROCERY II  ,976,PROSPECT AVE                 ,             ,               ,BRONX             ,NY,10459,0,"976 PROSPECT AVE
BRONX, NY 10459
(40.823323, -73.900093)",0101000020E6100000C91C7DE39A7952C06F5543EE63694440,Bronx,
Richmond,716292,Store,JAC   ,EVERLAND INC                     ,LUCKY FARM             ,655,"ROSSVILLE AVE, SUITE 204     ",             ,               ,STATEN ISLAND     ,NY,10309,0,"655 ROSSVILLE AVE
STATEN ISLAND, NY 10309
(40.542398, -74.208266)",0101000020E6100000FDB5C752558D52C04C1113E673454440,Staten Island,
